id,split,MSA,EGY,EGY Translation
1465,corpus-6-test-corpus-26-test,يبدوا أنني غير قادر على الحصول على الماء الساخن .,شكلي مش حيوصلي ميه سخنه .,يبدوا أنني غير قادر على الحصول على الماء الساخن.
1474,corpus-6-test-corpus-26-train,أود أن أحجز غرفة لهذه الليلة .,عايز أحجر أوده الليله ديه .,أود أن أحجز غرفة لهذه الليلة.
1492,corpus-6-test-corpus-26-train,لا ، إنها لا تشمل الضريبة ومصاريف الخدمة .,لأ، ده مستثنى من الضرايب و مصارف الخدمة .,لا ، إنها لا تشمل الضريبة ومصاريف الخدمة.
1506,corpus-6-test-corpus-26-train,هل تريد أن تذهب للتسوق معي بعد الظهر ؟,تحب نروح تتسوق معايا بعد الضهر؟,هل تريد أن تذهب للتسوق معي بعد الظهر ؟
1508,corpus-6-test-corpus-26-test,هيه ، هذا فستان جميل حقا .,ازيك، ده حقيقي فستان جميل.,هيه ، هذا فستان جميل حقا.
1519,corpus-6-test-corpus-26-train,الآن ، مكالمتك ردت . تفضل من فضلك .,دلوقتي، مكالمتك اشتغلت . اتفضل لو سمحت .,الآن ، مكالمتك ردت. تفضل من فضلك.
1525,corpus-6-test-corpus-26-train,ما رقم البوابة ؟,ايه رقم البوابه؟,ما رقم البوابة ؟
1539,corpus-6-test-corpus-26-train,ما التذكار الخاص بهاواي ؟,اى تذكار أقدر اخده و ينفع هديه من هاواي؟,ما التذكار الخاص بهاواي ؟
1556,corpus-6-test-corpus-26-train,أيمكنني أن أذهب هناك بمترو الأنفاق ؟,ممكن أوصلة بالمترو؟,أيمكنني أن أذهب هناك بمترو الأنفاق ؟
1560,corpus-6-test-corpus-26-train,أريد مجفف .,عايز سيشوار.,أريد مجفف.
1562,corpus-6-test-corpus-26-train,هل نذهب إلى أي مكان متحدثين مثل ذلك ؟,الكلام ده حيخلينا ننجح؟,هل نذهب إلى أي مكان متحدثين مثل ذلك ؟
1585,corpus-6-test-corpus-26-train,أنا من النرويج .,جاي من النرويج .,أنا من النرويج.
1603,corpus-6-test-corpus-26-dev,من ثمانية إلى اثنى عشر من فضلك .,أذا سمحت من عشرة لتناشر .,من ثمانية إلى اثنى عشر من فضلك.
1619,corpus-6-test-corpus-26-train,بالتأكيد . دعني أراها . أظن أن المرجان جرحك .,اكيد . خليني أشوف . الصخور المرجانية عورتك، متهيألي.,بالتأكيد. دعني أراها. أظن أن المرجان جرحك
1620,corpus-6-test-corpus-26-train,لقط للتأكيد ، إعطني رقم المسئول .,أحتياطي، خلي معايا رقم الشخص المسئول .,لقط للتأكيد ، إعطني رقم المسئول.
1622,corpus-6-test-corpus-26-train,هل هناك طريق حر ؟,فيه أوتوستراد؟,هل هناك طريق حر ؟
1630,corpus-6-test-corpus-26-train,لماذا لم يأت إلى الحفلة أمس ؟,ليه ماجاش الحفلة امبارح؟,لماذا لم يأت إلى الحفلة أمس ؟
1637,corpus-6-test-corpus-26-train,لقد كان هناك حادث مرور .,فيه حادثة .,لقد كان هناك حادث مرور.
1650,corpus-6-test-corpus-26-train,"آسف , لقد اتصلت بالرقم الخطأ .",أسف، طلبت الرقم غلط .,"آسف, لقد اتصلت بالرقم الخطأ."
1653,corpus-6-test-corpus-26-test,من فضلك ادخل رقم هويتك الشخصية .,لو سمحت دخل رقمك السري .,من فضلك ادخل رقم هويتك الشخصية.
1663,corpus-6-test-corpus-26-dev,لا أستطيع ضبط اللوحة .,مش قادر أظبط الصورة .,لا أستطيع ضبط اللوحة.
1668,corpus-6-test-corpus-26-train,"واحد هامبورجر بالجبن و عصير برتقال , من فضلك .",واحد هامبرج بالجنبة و عصير برتقان، إذا سمحت .,"واحد هامبورجر بالجبن و عصير برتقال, من فضلك "
1670,corpus-6-test-corpus-26-test,هاك جواز سفري .,اهوه باسبوري .,هاك جواز سفري.
1682,corpus-6-test-corpus-26-test,"لماذا , شكرا جزيلا . هل أستطيع الارتقاء للقمة ؟",ليه؟ اشكرك كتير . اوه، ممكن أكلم الريس؟,"لماذا, شكرا جزيلا. هل أستطيع الارتقاء للقمة"
1702,corpus-6-test-corpus-26-train,هل أستطيع أن الحصول علي تذكرتان للمسرحية الغنائية الجمعة القادمة .,ممكن تذكرتين للحفلة الموسيقيه الجمعة الجاية؟,هل أستطيع أن الحصول علي تذكرتان للمسرحية الغنائية الجمعة
1718,corpus-6-test-corpus-26-train,راكب آخر هناك قال انهم يستطيعون أن يبدلوا مقاعدهم معك .,فيه راكب تاني هناك قال انه ممكن يبدل الكرسي معاك .,راكب آخر هناك قال انهم يستطيعون أن يبدلوا مقاعد
1754,corpus-6-test-corpus-26-train,هل أستطيع تمديد إقامتي ؟,ممكن اطول أقامتي؟,هل أستطيع تمديد إقامتي ؟
1766,corpus-6-test-corpus-26-train,"يا صاح , أتعرف أي مكان يستحق الرؤية قريبا من هنا ؟",مثلا، تعرف أى حاجه تستاهل تتشاف قريبه من هنا؟,"يا صاح, أتعرف أي مكان يستحق الرؤية قريبا من"
1768,corpus-6-test-corpus-26-dev,"لا , أريد أن استأجر نصف مجموعة من المضارب وزوجا من الأحذية .",لأ، عايز أأجر نص مجموعة من المضارب وجزمة .,"لا, أريد أن استأجر نصف مجموعة من المضارب وزوجا"
1782,corpus-6-test-corpus-26-train,هل من الممكن أن تخبرني عندما تعقروا علي الحقيبة الضائعة ؟,ممكن تبلغني لما تلاقي شنطتك الضايعة ؟,هل من الممكن أن تخبرني عندما تعقروا علي الحقيبة الضائعة
1788,corpus-6-test-corpus-26-train,ما اسم هذه المحمية ؟,ايه أسم الجنينة العامة ديه؟,ما اسم هذه المحمية ؟
1791,corpus-6-test-corpus-26-train,أصبت بسحجة .,أتجرحت .,أصبت بسحجة.
1792,corpus-6-test-corpus-26-dev,أين يوجد مكان جيد به لمشاهدة الأماكن المهمة ؟,فين مكان كويس للسياحة؟,أين يوجد مكان جيد به لمشاهدة الأماكن المهمة ؟
1800,corpus-6-test-corpus-26-train,هل من الممكن أن احصل علي بعض الفاكهة ؟,ممكن شوية فاكهة؟,هل من الممكن أن احصل علي بعض الفاكهة ؟
1834,corpus-6-test-corpus-26-train,هل أستطيع تناول غذائي الآن ؟,ممكن اتغدى دلوقتي؟,هل أستطيع تناول غذائي الآن ؟
1837,corpus-6-test-corpus-26-train,أريد أن أستبدل تلك الدولارات .,عايز اغير الدولارات ديه .,أريد أن أستبدل تلك الدولارات.
1867,corpus-6-test-corpus-26-train,أحتاج إلى تاكسي . أنا في ساوث ماين ، وليبرتي .,محتاج تاكسي . انا في ساوث مين وليبرتي .,أحتاج إلى تاكسي. أنا في ساوث ماين ، وليب
1876,corpus-6-test-corpus-26-dev,بالتأكيد ، هل تريد تسريحة متموجة دائما ؟,مؤكد، عايز كيرلي؟,بالتأكيد ، هل تريد تسريحة متموجة دائما ؟
1878,corpus-6-test-corpus-26-train,هذه ليست تفاحة ولكنها خوخة .,ديه مش تفاحة ديه خوحة .,هذه ليست تفاحة ولكنها خوخة.
1903,corpus-6-test-corpus-26-train,سوف أعطيك روشتة . خذها إلى الصيدلية .,حاديلك روشتة . خدها للصيدلية .,سوف أعطيك روشتة. خذها إلى الصيدلية.
1927,corpus-6-test-corpus-26-train,نسافر جواً ثلاث مرات في الأسبوع ، أيام الثلاثاء والجمعة والسبت .,بنسافر تلات مرات في الاسبوع، في التلات، الجمعه، و السبت .,نسافر جواً ثلاث مرات في الأسبوع ، أيام الثلاثاء و
1931,corpus-6-test-corpus-26-dev,هذا سعر مرتفع ، أليس كذلك ؟,ده غالي، مش كده؟,هذا سعر مرتفع ، أليس كذلك ؟
1948,corpus-6-test-corpus-26-train,نعم لدينا هذا ، سوف نجهزها لك .,ايوه، عندنا . حنجهزهالك .,نعم لدينا هذا ، سوف نجهزها لك.
1950,corpus-6-test-corpus-26-dev,هل يمكنكم إبقاء أمتعتي لديكم حتى الساعة الثالثة ؟,ممكن تخلي عندك شنطتي لحد الساعة تلاته؟,هل يمكنكم إبقاء أمتعتي لديكم حتى الساعة ال
1951,corpus-6-test-corpus-26-train,"ل , ا أريد فقط الزيارة بدون ميعاد .",لأ، انا بس حأعدي مش حأطول .,"ل, ا أريد فقط الزيارة بدون ميعاد."
1954,corpus-6-test-corpus-26-dev,هل يمكن أن أحجز سيارة للإيجار من هنا ؟,ممكن احجز اجر-عربية هنا؟,هل يمكن أن أحجز سيارة للإيجار من هنا ؟
1968,corpus-6-test-corpus-26-train,هل أنت أمريكي ؟,انت اميركي؟,هل أنت أمريكي ؟
1980,corpus-6-test-corpus-26-test,"إلى هذا المكان , لو سمحت .",للمكان ده، إذا سمحت .,"إلى هذا المكان, لو سمحت."
1985,corpus-6-test-corpus-26-train,لقد تعطلت سيارتي .,عربيتي وقفت.,لقد تعطلت سيارتي.
1988,corpus-6-test-corpus-26-train,أين مظلل العيون ؟,فين الاى شادو؟,أين مظلل العيون ؟
1993,corpus-6-test-corpus-26-train,نريد ركناً هادئاً ، إن أمكن .,محتاجين ركن هادي، إن أمكن .,نريد ركناً هادئاً ، إن أمكن.
1997,corpus-6-test-corpus-26-train,هل هذه السيارة الأجرة متاحة ؟,التاكسي ده مجاني؟,هل هذه السيارة الأجرة متاحة ؟
1998,corpus-6-test-corpus-26-train,هل هذه محطة قطار سريع ؟,المحطة دي اكسبريس؟,هل هذه محطة قطار سريع ؟
2001,corpus-6-test-corpus-26-train,متى ينبغي أن آتي ؟,أمتى مفروض أجي؟,متى ينبغي أن آتي ؟
2003,corpus-6-test-corpus-26-train,أريد دورقاً صغيراً من الخمر الأبيض .,عايز أزازة نبيت أبيض صغيرة.,أريد دورقاً صغيراً من الخمر الأبيض.
2005,corpus-6-test-corpus-26-train,آه . هل يمكنني الحصول على وجبتي فيما بعد ؟ أنا أشعر أنني لست على ما يرام الآن .,اسف . ممكن أخد أكلتي بعدين؟ انا مش حاسس اني كويس دلوقتي.,آه. هل يمكنني الحصول على وجبتي فيما بعد 
2025,corpus-6-test-corpus-26-train,بالفعل لدي أخبار . أنا سأتزوج .,فعلا، انا عندي اخبار جديدة، انا اتجوزت .,بالفعل لدي أخبار. أنا سأتزوج.
2033,corpus-6-test-corpus-26-train,بنطلون أخر ؟,أي بنطلونات تانية؟,بنطلون أخر ؟
2035,corpus-6-test-corpus-26-train,هل يمكنني الحصول على برنامج ؟,ممكن برنامج؟,هل يمكنني الحصول على برنامج ؟
